padress,pclass,plink,pname,pnum,preq,pres,ptime
深圳,技术类,position_detail.php?id=46286&keywords=&tid=0&lid=0,TEG17-深度学习研究员（深圳）,2,1、对功能游戏有强烈热情；2、本科及以上学历，有3年以上相关工作经验；3、熟悉游戏开发或运营流程，能独立规划和协调平台各个模块成员的开发工作； 4、积极主动，认真负责，团队合作意识强，善于沟通及表达，能承担较强工作压力。, 1、负责游戏产品的从接入到稳定运营各阶段版本管理工作，保证版本稳定性；  2、负责游戏版本技术接入、测试、版本部署、版本发布等版本流程各环节工作，跟进项目落地，定期汇报；3、与开发团队紧密沟通，保证版本进度与原设计一致；4、负责日常外网问题反馈接受和处理，推动版本质量及内容优化。,2019-01-12
深圳,技术类,position_detail.php?id=46286&keywords=&tid=0&lid=0,TEG17-深度学习研究员（深圳）,2,1、本科及以上学历，有3年以上相关工作经验2、具有市场推广经验或者赛事执行经验者优先3、具备实操经验丰富，擅长项目管理，善于沟通，团队合作意识强；、4、英语书面表达能力强者优先,1、负责功能游戏合作关系建设与维护——包括公司内部门合作，企业合作等2、对青少年赛事、夏令营流程有了解，能制定针对性的合作方案并跟进执行3、熟悉品牌及市场推广运作，具有出色的品牌策略能力及资源整合能力，能独立完成品牌策划案并跟进执行4、了解不同合作方的诉求，能根据需求，提供适当的合作方案，并跟进执行5、能与运营、本地化、版本、渠道、品牌方进行有效的沟通和良好的合作,2019-01-12
深圳,技术类,position_detail.php?id=46286&keywords=&tid=0&lid=0,TEG17-深度学习研究员（深圳）,2,1、本科及以上学历，3年以上游戏运营经验；2、拥有丰富的微信、手Q平台手游运营经验、熟悉双平台能力，对数据敏感，精通数据分析，熟悉双平台资源，能精细化运营平台用户；3、优秀的沟通协作能力，具备较好的沟通技巧，能承担多线程的沟通工作； 4、较强的逻辑思维能力和总结沉淀能力；具备基础数据分析能力； 5、有一定文案功底和素材审美； 6、工作态度认真负责，具有良好的学习能力，抗压能力强，团队合作意识强。,1、负责公司内外部平台渠道的对接和运营，基于项目运营目标和用户导向，制定各平台渠道季度、月度运营规划方案并执行； 2、基于游戏特点和用户特点，制定和动态把控运营节奏，对资源投放和资源效率负责，把控文案产出、素材制作、页面设计和常规平台运营活动规划，不断提升平台运营效率及对用户的导入和运营效率； 3、针对游戏和平台节点性运营工作策划相关运营活动和平台事件，提出创意性工作并落地执行；进行各类双平台运营数据分析，服务和持续优化整体平台工作，持续动态监控运营数据。,2019-01-12
深圳,技术类,position_detail.php?id=46286&keywords=&tid=0&lid=0,TEG17-深度学习研究员（深圳）,2,"High level of integrity, dedication and motivation; Passionate about Internet;  Bachelor/Master degree from top schools; with MBA degree a plus;Over 3 years working experience in PE/VC, IB, consulting firm or related industry Excellent communication and interpersonal skills.Strong analytical skills, problem solving skills. Fluency in English and Chinese","Conduct research on the China and global Internet industries to assist with formulating investment strategies, prepare detailed analyses of specific industries and companies to identify growth opportunities within the Internet and related industries. Support the support the post-deal management process, including communication, documentation, operational and financial data collection and analyses, as well as providing performance improvement recommendations for selected companies.Support the investment process including but not limit to deal evaluation, financial and commercial due diligence and post deal management.Liaise across the company externally and internally, especially where investment targets have synergies with or implications with regards to existing business groups. As part of the Strategy team, provide strategic analysis across a range of managerial and business development-related issues at a corporate level spanning business groups",2019-01-12
深圳,技术类,position_detail.php?id=46286&keywords=&tid=0&lid=0,TEG17-深度学习研究员（深圳）,2,计算机/通信等相关专业，硕士以上学历，对语音处理领域有浓厚的兴趣，有较好的理论基础和快速的学习能力；精通C/C++编程，熟悉Linux平台，熟悉tensorflow/pytorch等常用深度学习开源框架；有扎实的算法设计基础，对常见深度学习模型有深入的了解，具备优秀的分析和解决问题的能力，能独立开展算法研究；具备良好的沟通能力和合作精神；在语音相关会议或期刊（如IEEE TASLP、Speech Communication、ICASSP、Interspeech、ISCSL、ASRU等）发表过文章，或者参加过相关国际比赛者优先；,从事语音合成系统的设计、开发，包括文本预处理、韵律处理、声学模型训练、Vocoder优化等；利用机器学习相关算法，优化各模块的性能，提高语音合成的自然度、可懂度和情感化表达能力；负责语音合成技术前沿算法研究，跟进并改进主流的语音合成算法，例如WaveNet、Tacotron等；,2019-01-12
深圳,技术类,position_detail.php?id=46286&keywords=&tid=0&lid=0,TEG17-深度学习研究员（深圳）,2,本科及以上学历，2年以上互联网产品策划工作经验，有企业产品背景更佳；对移动互联网有很好的理解和兴趣；很强的逻辑能力、系统思考能力并具优秀产品意识；对零售、教育、金融等行业有较深入了解者优先。,负责企业微信产品策划相关工作， 包括内功能模块的策略制定、功能设计及推动上线等；对所负责模块进行数据、及用户行为/反馈跟进，制定优化策略。,2019-01-12
深圳,技术类,position_detail.php?id=46286&keywords=&tid=0&lid=0,TEG17-深度学习研究员（深圳）,2,本科或以上学历，1年以上互联网工作经验；对新事物能快速学习，有一定的抗压能力； 对用户体验有一定的敏感度，了解业务逻辑；具有良好的沟通能力和执行力，视野开阔对社交领域有自己的观点和看法者优先。,负责微信各业务线产品的整体体验，深度理解业务需求并给予建议和评审；通过数据、观察等途径识别需求和问题，配合业务团队促成可执行的产品方案，并推进方案的落地和持续优化。,2019-01-12
深圳,技术类,position_detail.php?id=46271&keywords=&tid=0&lid=0,25924-机器学习高级研究员（深圳）,2,"3年以上数据挖掘、机器学习相关工作经验，有推荐系统，计算广告和用户运营相关领域经验者优先；有KDD/ICML/NIPS/ICLR/IJCAI等相关领域顶会论文者优先；熟悉python/C++/scala/SQL/R，有大数据计算框架如Hadoop,Spark开发经验者优先；熟悉深度学习，有深度学习相关框架如Tensorflow,Caffe,PyTorch,Mxnet开发经验者优先；熟悉强化学习，有相关应用经验者优先；计算机、数学、统计或相关领域硕士或博士学位。",了解并能熟练应用当前主流机器学习算法，可以跟进相关领域的前沿研究方向；针对游戏数据挖掘和推荐应用，选择合适的算法并进行相应的开发和工具化；负责机器学习相关课程的设计和培训。,2019-01-12
深圳,技术类,position_detail.php?id=46271&keywords=&tid=0&lid=0,25924-机器学习高级研究员（深圳）,2,语音识别、机器学习、自然语言处理等领域的计算机科学、电子工程或其它人工智能相关专业博士；有语音识别/合成、机器学习、人工智能、计算机视觉、自然语言处理、机器翻译、等领域全球领先企业的工作经验；精通至少一种编程语言，包括但不限于Java、C/C++、C#、Python等；在计算机科学顶级会议和期刊如NIPS、ICML、Interspeech、ICASSP、ASRU、ACL、EMNLP等发表过论文，有深度学习学术或工程项目经验者优先考虑。,负责语音识别/合成方向的技术研发工作，包括但不限于语音前端处理、声学模型/语言模型的建立、语言解码、语音合成(TTS)等；负责语音识别/合成方向前沿问题的探索与研究；结合未来实际应用场景，提供全面的技术解决方案；,2019-01-12
深圳,技术类,position_detail.php?id=46271&keywords=&tid=0&lid=0,25924-机器学习高级研究员（深圳）,2,1、本科及以上学历，有3年以上相关工作经验2、对功能游戏有强烈热情；3、有合作推广经验者优先4、有游戏行业市场工作经验，熟悉营销、媒介、公关、渠道等各个模块内容；5、有敏锐的市场触觉，掌握一定的用户研究方法。,1、负责市场策划工作，根据品牌特色和运营需求，定制不同阶段的品牌推广策略；2、对接项目的市场部，跟进方案的落实与执行；3、根据项目特色与内部更多平台进行合作构思活动并跟进执行；4、关注用户需求细节，根据运营需求，进行市场运营活动的统筹规划和执行；5、运用数据分析工具对内外部合作效果进行监控。,2019-01-12
